frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,2.027433e-01,-3.760587e+01,-1.250774e+01,2.851816e+00,-2.514778e+01,-1.462941e+01,3.053123e+00,7.528426e+00,1.076017e+01,-1.601467e+01,-1.001727e+01,-3.282922e+00,7.964972e+00,-1.426567e+01,-2.278316e+00,-7.463234e+00,-5.973532e+00,-4.766988e+00,-2.983809e+00,-3.401397e+00,-5.177948e+00,-4.646382e+00,-3.691364e+00,-2.472665e+00,4.347838e-01,5.578318e-01,7.467379e-01,1.119039e+00,1.478798e+00,1.604499e+00,2.089793e+00,2.667825e+00,0,2.291705e-01,-2.240453e-02,5.139259e-01,1.460190e-02,1.366908e-01,1.179935e+00,-5.937985e-01,5.889177e-01,1.568803e+00,2.641702e-01,6.219789e-01,2.582880e+00,1.616602e+00,-4.918572e-01,-5.447019e-01,-1.628783e+00,-1.434909e+00,6.985454e-02,1.601212e-01,2.373989e-02,1.094549e-01,7.770586e-03,1.658407e-01,1.452014e-01,6.921692e-02,-1.082257e-02,4.323858e-03,-1.007355e-02,-3.955567e-03,-1.107688e-02,3.616810e-05,-5.681727e-02,-4.563642e-02,0,1.164603e-01,0,0,0,0,0,0,0,0
1,0.010000,1.718373e-01,-3.642807e+01,-1.242159e+01,2.845803e+00,-2.229148e+01,-1.507211e+01,4.881331e+00,1.072716e+01,1.110530e+01,-1.728088e+01,-6.264630e+00,5.893776e-01,6.218231e+00,-1.542043e+01,-5.340740e+00,-8.828610e+00,-5.774088e+00,-4.559303e+00,-2.945944e+00,-3.111465e+00,-5.124150e+00,-4.250627e+00,-3.409122e+00,-2.317447e+00,4.143889e-01,5.788825e-01,7.282124e-01,1.123688e+00,1.478770e+00,1.606420e+00,2.000028e+00,2.630449e+00,0,4.630238e-01,-3.317485e-02,4.806377e-01,-1.724618e-01,1.894888e-01,1.399302e+00,-1.067815e+00,4.049718e-01,1.885327e+00,2.286143e-01,1.782335e+00,4.129120e+00,8.794534e-01,-9.327987e-01,-6.898581e-01,-1.981434e+00,-2.460891e+00,3.686619e-02,2.277550e-01,6.581760e-03,5.855479e-02,-1.081471e-02,1.871784e-01,1.637037e-01,7.389171e-02,-1.354575e-02,-6.074548e-04,-1.205523e-02,-9.629118e-03,-1.894963e-02,-1.499212e-03,-8.049442e-02,-6.570923e-02,1.470341e+01,1.426698e-01,0,0,0,0,1.470341e+01,0,0,0
2,0.020000,1.061737e-01,-3.562513e+01,-1.247781e+01,3.538277e+00,-2.067625e+01,-1.737705e+01,5.083608e+00,1.377307e+01,1.190846e+01,-1.227167e+01,1.020808e+00,2.863938e+00,6.379056e+00,-1.641179e+01,-8.891019e+00,-1.395509e+01,-5.723981e+00,-4.070225e+00,-2.884042e+00,-2.999088e+00,-5.165994e+00,-4.015056e+00,-3.106478e+00,-2.204189e+00,3.908684e-01,5.689258e-01,7.056329e-01,1.096937e+00,1.423427e+00,1.603719e+00,1.850589e+00,2.458331e+00,0,6.945454e-01,-3.608628e-02,3.961216e-01,-5.853329e-02,1.270345e-01,7.388653e-01,-1.620578e+00,-5.479218e-01,9.262828e-01,4.744328e-01,2.945421e+00,3.929667e+00,-1.209081e+00,-1.713930e+00,-8.506268e-01,-1.048367e+00,-2.288899e+00,2.586865e-02,2.951222e-01,5.976486e-02,-4.894197e-02,4.407501e-03,1.239256e-01,1.186759e-01,5.616524e-02,-1.084481e-02,-1.278035e-02,-1.069887e-02,-1.461636e-02,-2.856371e-02,-5.101323e-03,-8.482701e-02,-8.491196e-02,3.679118e+01,1.223094e-01,0,0,0,0,3.688910e+01,0,0,0
3,0.030000,8.515388e-02,-3.619304e+01,-1.338501e+01,3.456030e+00,-2.038703e+01,-1.859466e+01,4.062740e+00,1.383274e+01,1.132910e+01,-8.974495e+00,5.109286e+00,-1.959085e+00,4.093936e+00,-1.664189e+01,-8.879134e+00,-1.652176e+01,-5.913977e+00,-3.976595e+00,-3.000783e+00,-3.309777e+00,-5.237998e+00,-4.026153e+00,-3.165289e+00,-2.237444e+00,3.890128e-01,5.492476e-01,7.070143e-01,1.081945e+00,1.411735e+00,1.597393e+00,1.806923e+00,2.444026e+00,7.351706e+01,7.098322e-01,-1.502666e-02,2.272141e-01,-2.094530e-01,-4.459184e-01,-1.300429e+00,-2.001718e+00,-1.730906e+00,-9.014937e-01,4.300879e-01,2.708456e+00,1.366711e+00,-3.128666e+00,-1.812075e+00,-1.617626e-01,1.193817e+00,-2.828167e-01,-4.482536e-02,2.508730e-01,1.482172e-01,-1.072140e-01,5.175152e-02,2.467585e-03,2.954147e-02,4.796660e-02,-9.035468e-04,-2.103097e-02,-3.277713e-03,-1.014725e-02,-1.868561e-02,-4.171407e-03,-1.853745e-02,-3.547971e-02,5.889526e+01,5.240486e-02,7.351706e+01,0,0,0,4.430609e+01,0,0,0
4,0.040000,6.565358e-02,-3.574277e+01,-1.231869e+01,3.181875e+00,-2.240567e+01,-2.097102e+01,7.228095e-01,1.060705e+01,1.302043e+01,-5.440756e+00,3.944103e+00,-8.054097e+00,4.574687e-01,-1.790807e+01,-5.750955e+00,-1.506116e+01,-5.774245e+00,-3.582731e+00,-2.657564e+00,-3.546951e+00,-5.098986e+00,-4.138991e+00,-3.219901e+00,-2.231840e+00,3.932478e-01,5.087475e-01,7.038426e-01,1.066829e+00,1.369497e+00,1.583506e+00,1.762210e+00,2.336477e+00,1.471973e+02,7.173133e-01,7.855886e-03,5.072289e-01,-5.710748e-01,-8.123348e-01,-2.418931e+00,-1.354659e+00,-2.865784e+00,-1.250310e+00,1.054070e+00,9.504511e-01,-1.253081e+00,-3.402880e+00,-1.667655e+00,1.261684e+00,2.895391e+00,1.317235e+00,-6.079597e-02,1.527561e-01,2.233426e-01,-6.124621e-02,1.558710e-01,4.382777e-02,-5.938530e-04,1.189596e-01,9.458149e-03,-1.576954e-02,4.846042e-03,7.871533e-03,7.175565e-04,2.242529e-03,1.824747e-02,-1.062298e-02,5.894422e+01,-1.895231e-03,1.476870e+02,0,0,0,2.225097e+01,0,0,0
5,0.050000,1.169640e-01,-3.523318e+01,-1.354841e+01,7.944117e-01,-2.792891e+01,-2.328372e+01,-1.592798e+00,7.802703e+00,1.269975e+01,-7.154058e+00,-8.927218e-01,-9.594935e+00,1.186482e-01,-1.548111e+01,-9.416884e-01,-9.689661e+00,-5.973083e+00,-3.548685e+00,-2.318096e+00,-3.373604e+00,-4.898896e+00,-4.176322e+00,-3.204703e+00,-2.063789e+00,4.086815e-01,5.038167e-01,7.127190e-01,1.088005e+00,1.412307e+00,1.595670e+00,1.951530e+00,2.513977e+00,2.208776e+02,7.136641e-01,2.070437e-02,9.108833e-01,-1.317837e+00,-5.478148e-01,-2.434792e+00,3.068705e-01,-2.854651e+00,-1.210701e+00,9.350402e-01,-7.253470e-01,-1.037064e+00,-1.608742e+00,5.267547e-01,2.039077e+00,2.291264e+00,8.225403e-01,-6.732015e-02,6.031542e-02,1.657071e-01,8.216850e-02,2.363120e-01,1.382623e-01,5.123436e-02,2.799609e-01,1.179492e-02,-2.783662e-03,1.196430e-02,1.245732e-02,7.922614e-03,6.037331e-03,1.868207e-02,-8.774566e-03,3.688911e+01,-1.454384e-02,1.476870e+02,0,0,0,-2.205512e+01,0,0,0
6,0.060000,1.295480e-01,-3.356892e+01,-1.525148e+01,8.074119e-01,-2.899997e+01,-2.180581e+01,-6.417543e+00,1.053654e+01,1.649348e+01,-8.429631e+00,-2.243595e+00,-1.033254e+01,2.842554e-02,-1.068377e+01,1.617216e+00,-1.078497e+01,-5.998408e+00,-3.520400e+00,-2.108672e+00,-3.273405e+00,-4.556190e+00,-3.720833e+00,-3.089741e+00,-1.696219e+00,4.283248e-01,5.127935e-01,7.270107e-01,1.133264e+00,1.426729e+00,1.615793e+00,1.869523e+00,2.370240e+00,2.210408e+02,6.831533e-01,1.404938e-02,1.167386e+00,-1.712598e+00,-9.384819e-02,-5.775284e-01,2.687240e+00,-1.352025e+00,-1.832766e+00,2.212803e-01,-2.420166e+00,7.625680e-01,-2.198873e-01,1.837513e+00,1.122655e+00,2.188506e-02,-1.252514e+00,2.553320e-03,-2.985332e-02,-2.145529e-03,1.888849e-01,3.053374e-01,2.370063e-01,9.802084e-02,3.917354e-01,1.011325e-02,1.425812e-02,1.779012e-02,1.240782e-02,1.157831e-02,6.168294e-03,-3.279090e-04,-4.213572e-03,1.451192e+01,-1.743790e-02,7.416991e+01,0,0,0,-3.066245e+01,0,0,0
7,0.070000,1.567285e-01,-3.272555e+01,-1.850780e+01,1.904188e+00,-2.926384e+01,-1.664291e+01,-6.640338e+00,7.814490e+00,1.426778e+01,-1.110679e+01,3.017813e+00,-8.863574e+00,6.942232e+00,-1.005866e+01,-1.106901e+00,-1.454715e+01,-6.138496e+00,-3.706183e+00,-2.446694e+00,-3.035707e+00,-4.327837e+00,-3.543921e+00,-2.974197e+00,-1.105451e+00,4.304489e-01,5.333062e-01,7.552517e-01,1.111013e+00,1.422732e+00,1.611436e+00,1.846677e+00,2.383271e+00,2.210408e+02,6.541930e-01,-1.770653e-04,1.096835e+00,-6.835057e-01,7.483575e-02,1.377892e+00,4.024643e+00,6.908178e-01,-4.148290e+00,-8.665606e-01,-2.067369e+00,2.740122e+00,-3.186388e-02,5.544372e-01,-8.494003e-01,-9.055924e-01,-2.212704e+00,1.758435e-01,-8.913636e-03,-1.168163e-01,1.823511e-01,3.469165e-01,1.826294e-01,7.733066e-02,3.165796e-01,1.087037e-03,1.791163e-02,2.536754e-02,2.131283e-03,4.754186e-03,1.185858e-03,-1.849890e-03,7.550573e-03,-9.220566e-01,-3.299481e-03,0,0,0,0,-3.113734e+00,0,0,0
8,0.080000,1.160182e-01,-3.115965e+01,-1.840198e+01,2.157746e+00,-2.462585e+01,-1.085522e+01,-3.513544e+00,1.437332e+00,1.334282e+01,-1.556522e+01,5.801675e+00,-9.519215e+00,6.233243e+00,-1.500602e+01,-5.558924e+00,-1.889498e+01,-5.678772e+00,-3.653249e+00,-2.603993e+00,-2.771475e+00,-3.857829e+00,-3.270160e+00,-2.845050e+00,-7.523322e-01,4.329304e-01,5.652934e-01,7.715269e-01,1.117364e+00,1.422176e+00,1.606464e+00,1.812997e+00,2.380762e+00,2.196753e+02,6.598594e-01,-1.297482e-03,8.585701e-01,1.367210e+00,-5.125169e-01,1.714862e+00,3.112932e+00,2.662013e+00,-6.477366e+00,-3.781693e+00,-2.026935e+00,2.511592e+00,-3.279066e-01,-2.562944e+00,-2.662759e+00,-1.951143e-01,-9.319371e-01,4.165482e-01,1.024140e-01,-9.146909e-02,2.415977e-01,3.650127e-01,1.660168e-02,1.273036e-02,5.123064e-02,-1.413718e-02,1.150496e-02,2.232041e-02,-1.869210e-02,-5.298519e-03,-5.711091e-03,3.207517e-02,5.899000e-02,-2.015285e+00,2.317526e-02,6.821819e+01,0,0,0,3.891320e+01,0,0,3.281644e-02
9,0.090000,1.228436e-01,-3.095364e+01,-1.539069e+01,4.934232e-01,-2.322651e+01,-8.635797e+00,4.092909e-01,-8.389145e+00,9.942277e+00,-1.392311e+01,8.785254e+00,-1.016092e+01,-2.115746e-01,-1.756698e+01,-1.881581e+00,-1.669818e+01,-5.253684e+00,-3.526829e+00,-2.654517e+00,-2.712814e+00,-3.513494e+00,-3.488511e+00,-2.940395e+00,-9.528338e-01,4.118139e-01,5.671250e-01,8.172986e-01,1.106612e+00,1.438355e+00,1.606263e+00,1.970543e+00,2.546469e+00,2.169501e+02,7.088137e-01,2.689941e-02,8.813435e-01,3.766699e+00,-1.456831e+00,8.321192e-01,7.108606e-01,3.271739e+00,-6.175974e+00,-6.502912e+00,-1.292174e+00,2.072598e+00,-5.070146e-01,-5.843913e+00,-2.347578e+00,1.412903e+00,1.412526e+00,6.341731e-01,2.962346e-01,9.680464e-02,3.622811e-01,4.312750e-01,-8.461988e-02,-4.963055e-02,-2.586466e-01,-2.389437e-02,-1.068455e-03,1.546961e-02,-3.929702e-02,-1.481125e-02,2.224326e-03,4.664632e-02,6.162791e-02,-2.992398e+00,4.416409e-02,1.350942e+02,0,0,0,5.302048e+01,0,0,8.204109e-02
