frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,1.977471e-01,-3.629009e+01,-6.801094e+00,5.746511e+00,-1.702659e+01,-2.538028e+01,-1.248631e+01,5.764928e+00,6.306661e+00,-6.002466e+00,1.074350e+00,-1.960924e+01,-1.322103e+01,-1.322577e+01,9.698764e+00,-1.299701e+01,-4.675869e+00,-3.192583e+00,-2.406213e+00,-4.479822e+00,-5.281327e+00,-3.951799e+00,-3.531869e+00,-3.002703e+00,3.806387e-01,4.600255e-01,7.181649e-01,1.134027e+00,1.513097e+00,1.632216e+00,1.863658e+00,2.637449e+00,0,2.228303e-01,-1.577062e-02,-3.798523e-02,-6.463990e-01,-5.959643e-01,-8.732559e-01,5.965309e-01,3.791283e+00,3.994745e-01,-1.237012e+00,-2.717583e+00,-3.707468e-01,4.476964e+00,3.357070e+00,-6.447369e-01,-3.704318e-01,1.679751e-01,-1.554556e-01,-2.012986e-01,-1.377680e-01,2.623050e-01,-3.778429e-02,-5.827625e-02,8.571438e-02,9.510887e-02,6.307363e-05,2.150945e-02,1.588029e-03,-2.786672e-03,4.572725e-03,9.529710e-04,6.214806e-02,8.316373e-03,0,1.114192e-01,0,0,0,0,0,0,0,0
1,0.010000,1.824826e-01,-3.629657e+01,-8.433509e+00,4.478200e+00,-1.982962e+01,-2.493552e+01,-4.730984e+00,5.981520e+00,4.469529e+00,-8.744462e+00,2.722604e+00,-1.065714e+01,-4.739958e+00,-1.372964e+01,9.987334e+00,-1.161734e+01,-5.139940e+00,-3.518143e+00,-2.644373e+00,-3.989989e+00,-5.338065e+00,-4.144152e+00,-3.318776e+00,-2.755121e+00,3.797133e-01,4.946691e-01,7.175913e-01,1.080145e+00,1.507327e+00,1.615496e+00,1.952291e+00,2.646328e+00,0,4.497447e-01,-3.154802e-02,-1.332169e-02,-8.298477e-01,-5.578941e-01,-7.840017e-01,6.271248e-01,4.580349e+00,1.460633e-02,-2.165715e+00,-4.924826e+00,-1.326748e+00,5.511167e+00,4.315310e+00,-1.154112e+00,-1.541411e+00,-1.054658e+00,-1.284313e-01,-2.602665e-01,-2.067800e-01,3.593624e-01,-7.266097e-02,-3.595612e-02,1.294230e-01,1.444825e-01,-5.900854e-03,2.986198e-02,-1.793367e-03,-1.578851e-02,-2.135527e-03,-1.681793e-03,4.632732e-02,-2.952838e-02,8.322802e+00,1.357782e-01,0,0,0,0,8.322802e+00,0,0,7.471479e-03
2,0.020000,1.265263e-01,-3.647677e+01,-9.216881e+00,3.400845e+00,-1.999135e+01,-2.262001e+01,2.592437e+00,7.654005e+00,1.040169e+00,-1.821939e+01,-1.603512e+00,-1.700472e+00,-6.762212e-01,-1.619751e+01,7.702320e+00,-1.284697e+01,-5.221112e+00,-4.036296e+00,-2.975972e+00,-3.413213e+00,-5.441879e+00,-4.147003e+00,-3.209844e+00,-2.650950e+00,3.814168e-01,5.502509e-01,7.263919e-01,1.147035e+00,1.538846e+00,1.645341e+00,2.130081e+00,2.674591e+00,0,6.664691e-01,-2.476648e-02,-1.080971e-01,-5.773276e-01,-1.217132e-01,1.122692e-01,8.732573e-01,3.699547e+00,8.114853e-02,-1.929736e+00,-5.386151e+00,-2.056007e+00,3.790976e+00,2.838033e+00,-1.883346e+00,-2.550073e+00,-2.592892e+00,7.689953e-04,-2.524053e-01,-2.284759e-01,2.814001e-01,-9.240179e-02,1.179924e-02,9.623201e-02,1.070375e-01,-1.035936e-02,2.626700e-02,-1.547873e-03,-1.707521e-02,-3.530669e-03,7.931709e-04,7.640004e-04,-5.403195e-02,2.084256e+01,1.178497e-01,0,0,0,0,2.094924e+01,0,0,1.867870e-02
3,0.030000,7.561743e-02,-3.626336e+01,-9.742438e+00,4.129874e+00,-1.946421e+01,-2.362479e+01,2.876059e+00,4.893422e+00,-1.888667e+00,-2.451814e+01,-4.220459e+00,-1.007787e+00,2.083108e+00,-1.751045e+01,2.989932e+00,-1.834532e+01,-5.045404e+00,-4.072059e+00,-3.155233e+00,-3.216314e+00,-5.564355e+00,-4.033977e+00,-3.045767e+00,-2.456168e+00,3.507454e-01,5.642226e-01,7.050846e-01,1.048581e+00,1.489545e+00,1.617245e+00,1.962082e+00,2.471236e+00,4.161401e+01,6.799020e-01,4.646270e-03,-1.787922e-01,6.910791e-02,6.381033e-01,1.137414e+00,1.159291e+00,9.598042e-01,-2.987951e-01,-3.334007e-01,-3.136154e+00,-8.545351e-01,-3.693349e-01,-8.511414e-02,-1.365119e+00,-2.234543e+00,-3.135651e+00,1.677142e-01,-1.215351e-01,-1.736620e-01,1.588886e-02,-6.342521e-02,4.912245e-02,-2.040353e-02,2.012913e-02,-1.578119e-02,4.614651e-03,-5.332935e-03,-2.609546e-02,-1.548501e-02,-5.186641e-03,-8.473871e-02,-9.239285e-02,3.335013e+01,5.854766e-02,4.161401e+01,0,0,3.735740e-02,3.342022e+01,1.012964e-02,0,3.359165e-02
4,0.040000,1.273473e-01,-3.684718e+01,-9.033267e+00,5.312109e+00,-1.664794e+01,-2.166936e+01,2.207902e+00,6.714720e+00,-1.629194e-01,-2.504638e+01,-5.734155e+00,-5.479034e+00,-2.442403e+00,-2.075209e+01,4.470990e-01,-2.259748e+01,-4.719292e+00,-4.177652e+00,-3.293162e+00,-3.459659e+00,-5.630190e+00,-3.947890e+00,-3.187214e+00,-2.616992e+00,3.433259e-01,5.565837e-01,7.166789e-01,1.064433e+00,1.504335e+00,1.635308e+00,1.862582e+00,2.454835e+00,8.340582e+01,6.970002e-01,3.496053e-02,-1.711700e-01,7.223688e-01,7.934113e-01,1.718433e+00,1.564036e+00,-1.102017e+00,-1.354834e-01,1.461881e+00,6.863661e-01,8.633953e-01,-3.791082e+00,-2.348520e+00,-5.776148e-01,-9.661369e-01,-2.067985e+00,2.623419e-01,1.607251e-02,-7.649057e-02,-2.058099e-01,2.073531e-02,3.798389e-02,-1.232925e-01,-8.775554e-02,-1.658567e-02,-1.457348e-02,-9.242207e-03,-2.997081e-02,-3.219260e-02,-9.323132e-03,-1.233124e-01,-8.251102e-02,3.529227e+01,1.921231e-02,8.393919e+01,0,0,7.471479e-02,4.111867e+01,5.983743e-02,6.283864e-02,4.153361e-02
5,0.050000,2.053034e-01,-3.700533e+01,-8.179776e+00,6.713085e+00,-1.581425e+01,-1.961439e+01,2.603049e-01,4.957187e+00,3.404069e+00,-2.101173e+01,5.152499e-01,-1.061453e+01,-4.282438e+00,-1.827795e+01,2.442230e+00,-2.242034e+01,-4.552279e+00,-4.055141e+00,-3.354088e+00,-3.887322e+00,-5.561035e+00,-3.998096e+00,-3.432109e+00,-2.671454e+00,3.198528e-01,5.145760e-01,6.957831e-01,9.909684e-01,1.447158e+00,1.594580e+00,1.662347e+00,2.294242e+00,1.250477e+02,7.272174e-01,2.612717e-02,-3.126144e-03,1.180548e+00,9.176202e-01,1.922999e+00,2.349825e+00,-2.031994e+00,-1.091163e-01,2.035048e+00,1.870077e+00,2.008661e+00,-4.534721e+00,-3.825379e+00,1.797646e-01,7.906021e-01,3.447329e-01,3.446170e-01,7.688797e-02,-1.728468e-02,-2.840667e-01,9.083314e-02,2.732778e-02,-2.083177e-01,-1.310103e-01,-1.824535e-02,-2.141162e-02,-8.360088e-03,-1.482677e-03,-2.597938e-02,-5.084860e-03,-6.626215e-02,-3.202384e-02,2.706762e+01,1.681064e-02,1.251315e+02,5.064818e-02,0,1.306009e-01,3.984627e+01,8.246908e-02,9.899004e-02,2.950577e-02
6,0.060000,2.364859e-01,-3.696164e+01,-6.386368e+00,6.076295e+00,-1.322417e+01,-1.680503e+01,-1.609772e+00,6.944705e+00,5.703207e+00,-1.654076e+01,3.456104e-01,-1.585251e+01,-9.236045e+00,-1.870184e+01,3.145486e+00,-2.114938e+01,-4.155965e+00,-3.964393e+00,-3.258998e+00,-4.106759e+00,-5.339863e+00,-3.975024e+00,-3.633136e+00,-2.982085e+00,3.139348e-01,5.022068e-01,6.848316e-01,1.025987e+00,1.399077e+00,1.610058e+00,1.663387e+00,2.350533e+00,1.347445e+02,7.388729e-01,-3.684987e-03,2.617493e-01,1.251797e+00,8.487076e-01,1.761118e+00,2.439536e+00,-2.255342e+00,-8.411753e-01,7.404927e-01,1.416356e+00,1.438521e+00,-3.143189e+00,-3.509617e+00,-3.432655e-02,1.178759e+00,2.124946e+00,3.836608e-01,1.184826e-01,-3.130698e-03,-2.158192e-01,1.273982e-01,1.362956e-02,-1.888000e-01,-1.125529e-01,-2.379778e-02,-2.013716e-02,-6.854647e-03,7.240176e-05,-2.842588e-02,-9.970856e-03,-2.415534e-02,-1.041365e-02,2.058398e+01,8.890403e-03,1.638346e+02,2.738631e-01,3.141932e-01,1.610463e-01,3.858569e+01,6.980376e-02,1.034993e-01,6.749640e-03
7,0.070000,1.516839e-01,-3.622176e+01,-5.163147e+00,8.335881e+00,-1.156111e+01,-1.430783e+01,-5.375075e+00,4.232848e+00,5.353508e+00,-1.942056e+01,2.782963e+00,-1.849466e+01,-1.364697e+01,-1.763675e+01,5.593749e+00,-1.734570e+01,-3.603983e+00,-3.794249e+00,-3.258738e+00,-4.313097e+00,-5.255353e+00,-3.883771e+00,-3.864394e+00,-2.928673e+00,2.742142e-01,4.843530e-01,6.792079e-01,1.060390e+00,1.412278e+00,1.604445e+00,1.730369e+00,2.363268e+00,1.512828e+02,7.430189e-01,-1.914228e-02,4.325909e-01,7.083927e-01,9.530060e-01,1.612839e+00,1.486920e+00,-1.707058e+00,-1.092892e+00,-4.329990e-01,-1.918848e-01,-5.216097e-01,-1.141005e+00,-2.009301e+00,-1.371057e+00,-2.380097e-01,1.766710e+00,3.524243e-01,9.214608e-02,-2.728739e-02,-1.019924e-01,9.589601e-02,2.679870e-02,-6.006646e-02,-1.629925e-02,-2.544655e-02,-1.465474e-02,-2.657533e-04,5.160868e-03,-1.243207e-02,-1.641198e-02,1.310893e-02,-2.214530e-02,1.592980e+01,-3.665823e-03,2.008977e+02,2.754139e-01,3.378536e-01,1.417205e-01,1.422219e+01,-1.116814e-02,1.031297e-02,-2.491441e-02
8,0.080000,1.357321e-01,-3.593022e+01,-4.282596e+00,8.744248e+00,-9.968925e+00,-1.212496e+01,-6.251116e+00,2.871013e+00,2.564825e+00,-1.876019e+01,3.245955e-01,-1.725492e+01,-1.530822e+01,-2.124432e+01,4.765133e+00,-1.451006e+01,-3.275136e+00,-3.715685e+00,-3.356490e+00,-4.325867e+00,-5.146040e+00,-3.936905e+00,-3.915071e+00,-3.051148e+00,2.471563e-01,4.710094e-01,6.906933e-01,1.030084e+00,1.379646e+00,1.580521e+00,1.707794e+00,2.368254e+00,1.732082e+02,7.335515e-01,6.218441e-03,3.932419e-01,-5.505381e-02,5.374891e-01,7.376407e-01,1.545544e-01,-4.372493e-01,-1.101558e+00,-7.203729e-01,-1.061966e+00,-1.506082e+00,5.009077e-01,1.053441e-01,-2.111689e+00,-1.908461e+00,4.990473e-01,1.757509e-01,4.162803e-02,-4.141641e-02,5.737782e-03,4.954481e-02,1.383207e-02,6.476261e-02,7.243397e-02,-1.793200e-02,-9.239537e-03,-3.712773e-04,-5.685747e-03,-3.757846e-03,-2.270458e-02,8.828903e-03,-5.262847e-02,1.460975e+01,-1.193349e-02,2.389846e+02,2.366360e-01,3.485698e-01,1.029032e-01,-2.113410e+01,-7.859784e-02,-9.104310e-02,-3.945752e-02
9,0.090000,1.599690e-01,-3.535808e+01,-5.689699e+00,1.014414e+01,-9.377678e+00,-1.451982e+01,-5.954314e+00,1.529572e+00,2.808265e+00,-2.086144e+01,-2.082291e+00,-1.561835e+01,-1.129285e+01,-2.386199e+01,4.423577e-01,-1.690645e+01,-3.230572e+00,-3.718765e+00,-3.441778e+00,-4.287730e+00,-5.178466e+00,-3.883162e+00,-3.591473e+00,-2.718419e+00,2.260093e-01,4.569010e-01,6.915235e-01,1.014724e+00,1.394713e+00,1.527288e+00,1.705688e+00,2.174655e+00,1.854649e+02,7.115490e-01,3.834773e-02,1.529240e-01,-7.119347e-01,-2.244373e-01,-6.612948e-01,-1.732405e+00,5.350142e-01,-1.803395e-01,1.218452e-01,4.708177e-01,-1.409952e+00,1.309801e+00,1.703193e+00,-2.004183e+00,-2.426197e+00,-9.695997e-01,-1.208804e-01,3.106165e-02,3.057909e-02,6.359820e-02,-8.583069e-05,-3.063321e-02,1.615985e-01,9.763823e-02,5.949914e-03,2.728036e-03,4.851389e-03,4.212856e-04,7.872486e-03,-1.050885e-02,4.613392e-02,-2.314091e-02,9.633272e+00,-1.965442e-02,1.586675e+02,1.342106e-02,3.437657e-02,3.510036e-02,-5.615007e+01,-7.755934e-02,-1.013561e-01,-3.692754e-02
