frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,2.209562e-01,-3.424002e+01,-1.662978e+01,2.613970e+00,-3.070806e+01,-2.405548e+01,-7.091660e+00,1.392815e+01,1.960217e+01,-4.032075e+00,7.864738e+00,6.642408e+00,1.358113e+01,-1.449034e+01,-8.974910e-02,-1.107937e+01,-6.602548e+00,-3.118567e+00,-2.346634e+00,-3.207732e+00,-4.877110e+00,-3.870925e+00,-3.001836e+00,-1.653041e+00,3.977059e-01,5.023673e-01,7.419745e-01,1.085700e+00,1.510192e+00,1.629578e+00,1.962300e+00,2.651832e+00,0,2.256918e-01,-8.055421e-03,5.753151e-01,-7.324430e-01,-1.471679e-01,9.562166e-01,1.836881e+00,-1.142030e+00,-1.589169e+00,-3.869530e-01,-1.867325e-02,2.329740e-01,-2.103010e+00,-7.030666e-01,-5.692297e-01,-8.955578e-01,1.491001e+00,4.337873e-02,-4.856551e-02,-6.978729e-02,-8.644662e-02,2.168630e-01,1.488633e-01,5.427732e-02,1.616017e-01,1.478046e-03,7.018924e-04,1.773322e-02,1.678380e-02,-2.059529e-02,-7.255566e-03,-1.292763e-02,-3.097203e-02,0,1.081392e-01,0,0,0,0,0,0,0,0
1,0.010000,2.002638e-01,-3.325652e+01,-1.805021e+01,2.415079e+00,-2.972128e+01,-2.149821e+01,-9.451350e+00,1.055602e+01,2.005373e+01,-3.032954e+00,7.919096e+00,2.936378e+00,1.199462e+01,-1.644409e+01,-2.181459e+00,-8.273721e+00,-6.592833e+00,-3.113265e+00,-2.414509e+00,-3.412875e+00,-4.485486e+00,-3.647362e+00,-2.915671e+00,-1.328604e+00,3.977424e-01,4.943390e-01,7.789836e-01,1.127537e+00,1.484847e+00,1.619895e+00,1.954330e+00,2.660091e+00,0,4.441800e-01,-8.471903e-03,8.168358e-01,-1.233014e+00,4.017938e-02,1.576911e+00,2.772606e+00,-2.234630e+00,-1.637220e+00,-2.979439e-01,5.898171e-02,-6.914749e-01,-3.167112e+00,-8.898535e-01,-1.110561e+00,-1.926289e+00,1.530317e+00,6.905403e-02,-8.115260e-02,-1.078633e-01,-1.470160e-01,3.243966e-01,2.332851e-01,9.405871e-02,2.268426e-01,2.687743e-03,3.296870e-03,3.148399e-02,2.088482e-02,-3.186170e-02,-1.498746e-02,-4.383953e-02,-4.869621e-02,0,1.254715e-01,0,0,0,0,0,0,0,0
2,0.020000,1.910253e-01,-3.185520e+01,-1.958179e+01,1.977575e+00,-2.642037e+01,-1.614970e+01,-1.162197e+01,7.668363e+00,1.744163e+01,-4.625001e+00,9.002430e+00,-2.019629e+00,1.085906e+01,-1.635961e+01,-3.521683e+00,-5.027189e+00,-6.390512e+00,-3.364045e+00,-2.661632e+00,-3.537394e+00,-3.988607e+00,-3.238389e+00,-2.773532e+00,-1.007250e+00,4.050779e-01,5.098909e-01,8.121361e-01,1.148701e+00,1.419888e+00,1.598142e+00,1.901647e+00,2.492843e+00,0,6.571435e-01,-3.708190e-03,8.023089e-01,-1.507883e+00,5.538112e-01,2.203496e+00,2.935393e+00,-2.338063e+00,-8.698327e-01,2.407188e-01,-1.106017e-01,-1.184344e+00,-3.544421e+00,-1.260815e+00,-7.443272e-01,-1.580552e+00,1.057889e+00,9.097920e-02,-1.482471e-01,-1.360137e-01,-2.029583e-01,3.066284e-01,2.654259e-01,1.221350e-01,2.490479e-01,4.585287e-03,6.662911e-03,4.245806e-02,2.327576e-02,-2.681752e-02,-1.329802e-02,-5.638115e-02,-5.280244e-02,0,9.825318e-02,0,0,0,0,0,0,0,0
3,0.030000,1.935621e-01,-3.134826e+01,-2.131885e+01,3.133064e+00,-2.496735e+01,-1.414533e+01,-1.599966e+01,8.871936e+00,1.919273e+01,-3.440703e+00,3.838518e+00,-4.862134e+00,1.049291e+01,-1.910851e+01,-8.005227e+00,-6.453873e+00,-6.363296e+00,-3.401590e+00,-2.728451e+00,-3.777982e+00,-3.699378e+00,-3.020767e+00,-2.645694e+00,-8.417227e-01,4.074586e-01,5.150898e-01,8.643137e-01,1.158624e+00,1.396035e+00,1.570359e+00,1.773429e+00,2.487846e+00,0,6.373233e-01,4.489386e-03,4.521189e-01,-1.311246e+00,1.186938e+00,1.578450e+00,1.742316e+00,-1.374191e+00,4.713897e-01,1.051162e+00,-4.201556e-01,-1.137684e+00,-2.397573e+00,-5.582350e-01,2.886105e-02,-1.088385e+00,1.812863e-01,5.019450e-02,-1.541581e-01,-1.050137e-01,-1.731220e-01,1.424636e-01,1.656657e-01,9.913902e-02,2.197046e-01,1.924679e-03,6.080651e-03,2.845156e-02,1.429251e-02,-1.587045e-02,-4.618108e-03,-5.449627e-02,-5.792356e-02,0,2.987332e-02,0,0,0,0,0,0,0,0
4,0.040000,2.057661e-01,-3.118261e+01,-2.253488e+01,5.024033e+00,-2.206754e+01,-1.305495e+01,-1.550782e+01,1.042103e+01,2.123627e+01,-4.381209e+00,3.983309e+00,-7.180443e+00,8.027916e+00,-1.687976e+01,-5.080623e+00,-6.699846e+00,-6.262421e+00,-3.715639e+00,-2.869731e+00,-4.039970e+00,-3.737021e+00,-2.857093e+00,-2.526149e+00,-6.512418e-01,4.157742e-01,5.253064e-01,9.115998e-01,1.186535e+00,1.420510e+00,1.587856e+00,1.770845e+00,2.473943e+00,0,6.203861e-01,-1.041141e-02,2.968262e-01,-9.834661e-01,1.418016e+00,6.182352e-01,6.890494e-01,-1.873312e-02,8.826133e-01,6.811398e-01,-5.711018e-01,3.383186e-01,-9.021971e-01,5.807699e-01,4.121130e-01,-4.671388e-02,2.134115e-01,2.298040e-02,-9.207566e-02,-5.645845e-02,-7.344711e-02,-9.439444e-03,6.455974e-02,9.179759e-02,2.205017e-01,-3.233439e-03,7.519603e-04,7.427400e-03,8.833146e-03,-2.305651e-03,1.629317e-03,-1.188066e-02,-3.277373e-02,0,-1.129035e-02,0,0,0,0,0,0,0,0
5,0.050000,2.153403e-01,-3.133222e+01,-2.312989e+01,6.826538e+00,-2.400544e+01,-1.433400e+01,-1.437938e+01,1.153664e+01,2.341222e+01,-5.255629e+00,4.740234e+00,-6.471083e+00,1.061902e+01,-1.603971e+01,-6.843913e+00,-6.530961e+00,-6.405906e+00,-3.708258e+00,-2.835528e+00,-4.027197e+00,-3.898960e+00,-3.009682e+00,-2.543667e+00,-4.080853e-01,4.020176e-01,5.170345e-01,8.715096e-01,1.180082e+00,1.405183e+00,1.601947e+00,1.747249e+00,2.379924e+00,0,6.119254e-01,-2.318708e-02,3.415350e-01,-3.805901e-01,1.008379e+00,-5.888939e-03,1.136247e+00,1.203635e+00,7.419322e-01,-9.857563e-01,-1.723925e+00,1.583238e+00,9.223980e-01,1.701864e+00,6.882977e-01,-4.752353e-01,4.748834e-01,6.892671e-02,-5.517979e-02,-4.859424e-02,1.231544e-01,-5.072603e-02,1.983035e-02,4.084063e-02,1.794441e-01,-7.396451e-03,6.932044e-03,-2.021777e-02,3.422713e-03,-4.088640e-03,4.358530e-04,2.749237e-02,-2.738941e-02,0,-4.224556e-03,0,0,0,0,0,0,0,0
6,0.060000,1.280792e-01,-3.037909e+01,-2.359360e+01,7.220918e+00,-2.381015e+01,-1.261012e+01,-1.252577e+01,1.074908e+01,1.873758e+01,-6.573048e+00,1.024317e+01,-5.726140e+00,1.369985e+01,-1.583345e+01,-4.335909e+00,-3.921588e+00,-6.254305e+00,-3.671089e+00,-2.890386e+00,-3.780022e+00,-3.936013e+00,-2.921133e+00,-2.365558e+00,-1.215603e-01,3.916312e-01,5.126783e-01,8.456752e-01,1.182138e+00,1.403786e+00,1.590494e+00,1.855333e+00,2.382935e+00,0,6.133907e-01,-3.321904e-02,4.296125e-01,2.107746e-01,7.165542e-01,-2.020466e-01,1.847122e+00,1.363517e+00,1.243547e+00,-1.905531e+00,-1.622128e+00,3.344544e-01,1.494339e+00,1.756102e+00,7.188721e-02,-1.276969e+00,4.383376e-01,1.593600e-01,-1.394708e-02,-6.929731e-03,2.317872e-01,-2.618859e-02,1.245403e-03,4.101944e-03,7.886802e-02,-1.086608e-02,1.155396e-02,-3.310664e-02,1.515305e-03,-7.503509e-04,-1.008672e-02,3.195207e-02,7.707381e-03,0,-4.026081e-02,0,0,0,0,0,0,0,0
7,0.070000,1.164702e-01,-3.004234e+01,-2.269244e+01,7.076517e+00,-2.412549e+01,-8.686508e+00,-1.147250e+01,1.241757e+01,1.551329e+01,-1.096441e+01,8.624782e+00,-9.772951e-01,1.616626e+01,-1.619018e+01,-1.075376e+01,-5.468585e+00,-6.022720e+00,-3.699764e+00,-2.961095e+00,-3.292184e+00,-3.853513e+00,-2.889595e+00,-2.521787e+00,-2.093430e-01,3.825479e-01,5.560641e-01,7.961872e-01,1.177937e+00,1.383954e+00,1.571219e+00,1.868646e+00,2.396403e+00,0,6.196982e-01,-2.589463e-02,2.891325e-01,7.280754e-01,6.732967e-01,-3.541279e-02,1.785409e+00,8.280138e-01,1.997899e+00,-1.007236e+00,-1.059685e+00,-2.137477e+00,8.200263e-01,1.149708e-01,5.964015e-01,-5.360975e-01,4.104874e-01,2.271377e-01,-3.287857e-02,5.231659e-02,1.784961e-01,-2.743609e-02,-1.323521e-02,-5.023484e-02,-5.903491e-02,-7.933903e-03,1.117411e-02,-3.984977e-02,-8.957744e-03,-3.040934e-03,-2.293963e-02,-7.294452e-03,-3.203051e-02,0,-1.006329e-01,0,0,0,0,0,0,0,0
8,0.080000,8.910594e-02,-2.967949e+01,-2.169973e+01,8.481814e+00,-2.301775e+01,-6.643087e+00,-1.014367e+01,1.619830e+01,1.565808e+01,-9.637456e+00,3.713307e+00,-2.455643e+00,1.403481e+01,-1.644509e+01,-9.510544e+00,-5.039346e+00,-5.657214e+00,-3.789622e+00,-2.841597e+00,-3.248541e+00,-3.890688e+00,-2.910909e+00,-2.516579e+00,-3.562728e-01,3.711787e-01,5.635614e-01,7.837278e-01,1.195185e+00,1.427373e+00,1.552786e+00,1.869907e+00,2.504240e+00,0,4.151956e-01,-1.614814e-03,-1.752884e-01,1.280564e+00,5.288719e-01,-9.152146e-02,1.647510e-01,3.681754e-01,1.925017e+00,6.977565e-01,-6.964369e-02,-3.567683e+00,-3.434493e-01,-1.220700e+00,1.156050e+00,9.377089e-01,9.045235e-01,1.794922e-01,-3.391933e-02,1.046927e-01,1.910849e-02,-8.658679e-02,-9.305203e-02,-1.115895e-01,-1.966709e-01,-1.134507e-02,-2.167559e-03,-4.905891e-02,-2.319675e-02,-1.394712e-02,-2.645070e-02,-6.354354e-02,-1.285780e-01,0,-1.217548e-01,0,0,0,0,0,0,0,0
9,0.090000,1.053538e-01,-3.023636e+01,-2.043645e+01,9.562573e+00,-2.457871e+01,-8.390477e+00,-1.143036e+01,1.880153e+01,1.991579e+01,-9.021851e+00,-2.682221e+00,-4.006200e+00,1.102639e+01,-1.275188e+01,-6.937083e+00,-3.919645e+00,-5.568763e+00,-3.813385e+00,-2.598340e+00,-3.400457e+00,-4.058803e+00,-3.080970e+00,-2.719331e+00,-5.859036e-01,3.725744e-01,5.474635e-01,7.032344e-01,1.128770e+00,1.378185e+00,1.506103e+00,1.703491e+00,2.159119e+00,0,2.078586e-01,9.172344e-03,-8.357950e-01,1.591144e+00,-1.756741e-01,1.202774e-03,-1.759484e+00,9.454684e-01,-3.102222e-01,1.435517e+00,8.061119e-01,-2.302031e+00,-5.509444e-01,-2.263883e+00,7.084545e-01,2.885279e+00,1.526822e+00,4.197593e-02,-2.401423e-03,7.210302e-02,-1.360291e-01,-1.667699e-01,-2.012969e-01,-1.351757e-01,-2.831489e-01,-1.558310e-02,-1.873659e-02,-4.275612e-02,-3.614206e-02,-2.192845e-02,-1.988626e-02,-7.247106e-02,-1.487403e-01,0,-5.772505e-02,0,0,0,0,0,0,0,0
