frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,3.571753e-02,-4.097470e+01,-1.405057e+01,-1.340446e+00,-1.929637e+01,-1.794557e+01,-1.106986e+01,8.954141e-01,1.087591e+01,4.122423e+00,1.220895e+01,-1.398231e+01,-3.845060e+00,-1.150849e+01,1.632743e+01,-4.986618e+00,-6.894048e+00,-4.566505e+00,-3.589026e+00,-4.890531e+00,-4.933105e+00,-4.361176e+00,-3.770579e+00,-3.065801e+00,3.887847e-01,4.890390e-01,8.714764e-01,1.078866e+00,1.492588e+00,1.619599e+00,1.765184e+00,2.529341e+00,0,2.118074e-01,2.286660e-02,4.539108e-01,2.189629e-01,-9.975673e-01,9.729357e-01,-2.680162e-01,-2.806751e-01,-1.071503e+00,-3.209878e+00,-9.100477e-01,9.377047e-01,1.326597e+00,2.577146e+00,3.230385e-01,-1.459727e+00,-2.345664e+00,9.883447e-02,9.948406e-02,-6.355646e-02,1.356122e-01,1.256876e-01,1.392833e-01,1.312470e-01,-2.074432e-03,4.232812e-03,7.019898e-03,-9.823114e-03,-4.647422e-03,-1.204244e-02,2.003813e-03,7.713556e-04,-5.420528e-02,1.217758e+01,1.179854e-01,0,0,0,0,1.217758e+01,0,0,0
1,0.010000,7.378887e-02,-4.072429e+01,-1.315479e+01,-1.071455e+00,-1.700368e+01,-2.174761e+01,-1.178531e+01,1.023485e+00,4.863722e+00,2.517643e+00,1.336196e+01,-9.842494e+00,9.261839e-01,-1.424233e+01,1.319149e+01,-1.001115e+01,-6.690306e+00,-4.294014e+00,-3.685736e+00,-4.911634e+00,-5.163047e+00,-4.212193e+00,-3.497183e+00,-3.122149e+00,3.812245e-01,4.737866e-01,8.257754e-01,1.061417e+00,1.453114e+00,1.618759e+00,1.727073e+00,2.318732e+00,0,4.311951e-01,2.867117e-02,1.297293e+00,1.877604e-01,-3.262235e+00,1.105028e+00,2.408252e+00,9.941593e-01,-1.839280e+00,-4.526353e+00,-1.636506e+00,1.568256e+00,1.143125e+00,3.183839e+00,1.250611e+00,-2.282550e+00,-3.511521e+00,1.313886e-01,7.670607e-02,-9.139633e-03,4.776081e-01,5.031648e-01,3.131949e-01,2.008740e-01,3.001523e-02,8.367104e-03,2.580009e-02,-2.284175e-03,-1.234959e-02,-2.677053e-02,3.134132e-04,-1.153314e-03,-7.772253e-02,3.043028e+01,1.557944e-01,0,0,0,0,3.038923e+01,0,0,3.155091e-02
2,0.020000,1.310148e-01,-3.883035e+01,-1.340365e+01,-6.462779e+00,-1.557804e+01,-1.738462e+01,-1.211551e+01,-4.526138e+00,-2.167382e+00,3.745740e-01,1.632097e+01,-9.419227e+00,6.655048e+00,-8.526376e+00,1.059677e+01,-1.420267e+01,-6.501747e+00,-4.205330e+00,-3.858453e+00,-4.201918e+00,-4.189696e+00,-3.739252e+00,-3.251041e+00,-3.048000e+00,4.137289e-01,5.317647e-01,8.452113e-01,1.064354e+00,1.452113e+00,1.630037e+00,1.788096e+00,2.363620e+00,6.088791e+01,6.920406e-01,2.119250e-02,2.600713e+00,4.052872e-01,-6.143067e+00,4.617639e-01,6.181773e+00,3.251358e+00,-2.284003e+00,-4.262628e+00,-3.060220e+00,8.706074e-01,-1.015768e-02,2.571101e+00,3.223632e+00,-2.151476e+00,-2.946114e+00,2.267978e-01,2.092037e-02,2.271158e-01,9.509803e-01,1.026172e+00,5.217387e-01,2.336251e-01,9.677596e-02,2.423804e-02,4.834846e-02,1.491702e-02,-1.364988e-02,-2.896481e-02,-1.545048e-03,7.869649e-03,-2.110415e-02,4.867284e+01,1.515239e-01,6.088791e+01,0,0,0,4.860140e+01,1.130556e-02,0,5.642561e-02
3,0.030000,1.314247e-01,-3.556041e+01,-1.343523e+01,-1.509046e+01,-1.563040e+01,-6.184778e+00,-5.576235e+00,-5.590208e+00,-5.234206e+00,-2.186183e+00,1.799422e+01,-1.054822e+01,6.824081e+00,-6.746489e+00,7.780015e+00,-1.793620e+01,-6.433256e+00,-4.363562e+00,-3.500010e+00,-2.846796e+00,-2.788985e+00,-3.106164e+00,-3.025977e+00,-2.924626e+00,4.181482e-01,5.966766e-01,8.731881e-01,1.024375e+00,1.378973e+00,1.615946e+00,1.747961e+00,2.223590e+00,1.217074e+02,7.506626e-01,-6.177358e-04,3.944392e+00,1.090440e+00,-7.717092e+00,-5.755401e-01,8.060264e+00,5.088379e+00,-1.115084e+00,-2.396869e+00,-4.386147e+00,-1.015196e+00,-1.172860e+00,1.021337e+00,3.865628e+00,-1.316717e+00,-1.584149e+00,4.007778e-01,6.982093e-02,6.340986e-01,1.298250e+00,1.338630e+00,6.853960e-01,2.788645e-01,1.668040e-01,3.299497e-02,5.192678e-02,2.099481e-02,-1.395725e-02,-4.256203e-02,-1.638137e-02,-7.933795e-03,-2.378132e-02,4.865073e+01,9.158739e-02,1.215022e+02,0,0,1.577545e-01,4.858439e+01,2.067760e-02,6.216645e-03,8.948256e-02
4,0.040000,1.128621e-01,-3.055308e+01,-1.188392e+01,-2.504628e+01,-1.767420e+01,5.181884e+00,2.082395e+00,-7.217756e+00,-5.388260e+00,-8.826762e+00,1.424586e+01,-1.368023e+01,6.061495e+00,8.617511e-01,8.275794e+00,-1.575467e+01,-5.888584e+00,-4.427129e+00,-2.546310e+00,-1.168048e+00,-9.892756e-01,-2.305497e+00,-2.838056e+00,-2.680683e+00,4.915131e-01,6.693363e-01,9.223552e-01,1.029138e+00,1.384834e+00,1.613280e+00,1.794088e+00,2.471392e+00,1.825105e+02,8.096929e-01,-1.632757e-02,4.573228e+00,2.069722e+00,-7.013583e+00,-1.256335e+00,5.683673e+00,4.711038e+00,1.096097e+00,-1.143778e+00,-4.749682e+00,-2.760906e+00,-1.405481e+00,-1.964274e-01,3.145612e+00,-1.194061e+00,-4.843714e-01,6.033034e-01,2.904663e-01,9.871811e-01,1.314748e+00,1.215675e+00,7.319754e-01,3.804670e-01,1.695963e-01,3.897867e-02,3.234659e-02,8.768409e-03,-1.103908e-02,-3.711138e-02,-2.121210e-02,-1.299393e-02,-1.726282e-02,3.039268e+01,3.823285e-02,1.822559e+02,5.652780e-02,0,2.032508e-01,3.041767e+01,2.625650e-02,1.554161e-02,8.491718e-02
5,0.050000,7.977657e-02,-2.514097e+01,-8.462457e+00,-3.036516e+01,-1.883331e+01,7.270453e+00,6.557640e+00,-3.206128e+00,-5.510184e+00,-1.481243e+01,9.323535e+00,-1.357629e+01,6.329645e+00,3.917468e-01,7.768398e+00,-1.715590e+01,-4.992998e+00,-3.834010e+00,-1.171314e+00,6.268290e-02,-7.010595e-02,-1.502090e+00,-2.309353e+00,-2.471787e+00,5.073072e-01,6.646347e-01,8.921776e-01,1.009238e+00,1.273943e+00,1.545231e+00,1.684408e+00,2.145939e+00,1.824423e+02,8.303059e-01,-8.777822e-03,4.290357e+00,2.433370e+00,-4.811615e+00,-1.249261e+00,1.589952e+00,1.778378e+00,2.323653e+00,-3.983813e-01,-4.289112e+00,-3.094246e+00,-1.486644e+00,-3.172893e-01,2.763239e+00,-1.824504e+00,-1.329089e-01,6.947355e-01,5.206032e-01,1.036873e+00,1.026082e+00,8.610826e-01,6.796941e-01,4.700596e-01,1.534002e-01,3.512323e-02,1.245939e-02,2.743250e-03,9.808421e-03,-6.900168e-03,-4.918528e-03,3.017505e-02,8.401776e-03,1.218936e+01,2.292253e-02,1.822380e+02,7.512411e-02,3.108323e-02,3.457874e-01,1.237853e+01,1.129082e-02,1.874384e-02,4.283840e-02
6,0.060000,7.520107e-02,-2.117394e+01,-5.541433e+00,-3.389334e+01,-2.025826e+01,4.306123e+00,5.372739e+00,-2.376954e-01,-7.748281e+00,-1.706072e+01,6.851779e+00,-1.493260e+01,5.920129e+00,3.632564e+00,4.632272e+00,-1.701468e+01,-4.205359e+00,-3.017774e+00,-8.689543e-02,9.170809e-01,5.292391e-01,-8.814120e-01,-1.707018e+00,-2.426438e+00,5.640427e-01,6.595187e-01,8.795586e-01,1.016727e+00,1.319071e+00,1.559334e+00,1.754903e+00,2.316131e+00,1.824838e+02,8.433833e-01,3.156385e-02,3.102562e+00,1.917081e+00,-2.500691e+00,-1.213664e+00,-1.425472e+00,-1.362475e+00,2.974527e+00,7.113148e-01,-3.152231e+00,-2.037105e+00,-1.557733e+00,-5.248873e-01,1.966074e+00,-2.793966e+00,2.331850e-01,5.522174e-01,5.715950e-01,8.198926e-01,6.095551e-01,4.278463e-01,5.236778e-01,4.525782e-01,1.179459e-01,2.036820e-02,-2.858800e-03,-1.234490e-03,2.068098e-02,1.378487e-02,2.085933e-02,5.154378e-02,3.426621e-02,1.288178e-01,9.301782e-03,1.826084e+02,9.372043e-02,6.216645e-02,3.305695e-01,4.799500e-01,-1.104687e-02,9.559726e-03,-6.607273e-03
7,0.070000,1.063661e-01,-1.879819e+01,-4.439627e+00,-3.472501e+01,-2.058467e+01,2.202861e+00,1.670483e+00,2.538025e+00,-6.046102e+00,-1.951476e+01,6.220026e+00,-1.735526e+01,5.308317e+00,5.684302e+00,4.792574e-01,-1.797074e+01,-3.801191e+00,-2.465224e+00,4.546459e-01,1.241052e+00,7.571700e-01,-4.197362e-01,-1.241198e+00,-2.284748e+00,5.574995e-01,6.638824e-01,9.083026e-01,1.079622e+00,1.377354e+00,1.618326e+00,1.918429e+00,2.343229e+00,1.826675e+02,8.484301e-01,9.640601e-02,1.900513e+00,1.120414e+00,-1.269542e+00,-1.410787e+00,-2.020470e+00,-3.255238e+00,1.667754e+00,2.397915e+00,-2.039297e+00,-1.262834e+00,-2.395723e+00,-6.014107e-01,1.822335e+00,-2.008967e+00,1.569975e+00,3.567984e-01,4.620922e-01,5.147052e-01,2.843243e-01,2.213003e-01,3.483714e-01,2.958953e-01,1.123066e-01,8.874392e-03,-6.312430e-03,4.142380e-03,2.676198e-02,2.191106e-02,3.699005e-02,5.704395e-02,8.562832e-02,3.101440e-01,2.380347e-03,1.832186e+02,3.785777e-02,6.263597e-02,3.082872e-01,8.541046e-01,-2.200511e-02,-8.949353e-03,-6.938961e-02
8,0.080000,2.573865e-01,-1.821165e+01,-4.309928e+00,-3.536981e+01,-2.286683e+01,5.883208e-01,-2.286400e+00,4.782803e+00,-1.563727e+00,-2.223675e+01,5.612085e+00,-1.957941e+01,3.947722e+00,8.045844e+00,-2.049465e+00,-1.418132e+01,-3.723401e+00,-2.253548e+00,7.401730e-01,1.290543e+00,7.363178e-01,-2.282848e-01,-1.109242e+00,-2.184473e+00,5.682580e-01,6.554185e-01,9.081202e-01,1.097351e+00,1.402053e+00,1.681029e+00,1.934796e+00,2.544078e+00,1.830420e+02,8.471397e-01,1.162156e-01,1.248956e+00,6.430863e-01,-7.642879e-01,-1.170283e+00,-1.584930e+00,-3.513571e+00,-2.854241e-01,4.549729e+00,-2.794462e-01,-1.285497e+00,-2.347274e+00,3.046284e-02,5.571718e-01,3.418195e-01,2.872594e+00,2.325789e-01,3.625576e-01,3.091753e-01,7.299715e-02,1.779418e-01,2.568544e-01,1.126919e-01,1.321276e-01,-6.938124e-03,-1.338603e-02,2.403277e-03,1.285688e-02,-1.724521e-02,1.264595e-02,-2.738953e-04,3.579323e-02,5.579422e-01,-3.353852e-03,1.841653e+02,1.992661e-02,3.202226e-02,1.889645e-01,1.301327e+00,-2.066359e-02,-1.704261e-02,-6.817354e-02
9,0.090000,4.707139e-01,-1.711954e+01,-3.476141e+00,-3.597464e+01,-2.458295e+01,-9.729955e-01,-5.888982e+00,2.622393e+00,3.387112e+00,-2.242090e+01,3.629209e+00,-2.323150e+01,4.308795e+00,7.296779e+00,1.064433e+00,-1.072270e+01,-3.449985e+00,-1.905662e+00,9.886777e-01,1.297574e+00,9.328561e-01,-8.679677e-02,-1.128765e+00,-2.031237e+00,5.495716e-01,6.351227e-01,8.986087e-01,1.102736e+00,1.342007e+00,1.669334e+00,1.879681e+00,2.460107e+00,1.837140e+02,8.403294e-01,7.947294e-02,1.187933e+00,6.400148e-01,-6.683598e-01,6.074791e-02,-1.466064e+00,-3.804589e+00,-2.350596e+00,5.333228e+00,1.879293e+00,-1.914912e+00,-1.744418e+00,-1.003440e-01,-1.076830e+00,1.859970e+00,3.627300e+00,2.454884e-01,3.797749e-01,2.073123e-01,-4.064478e-02,2.580481e-01,2.893589e-01,3.839990e-02,1.275070e-01,-1.465638e-02,-1.992386e-02,7.341504e-03,2.617013e-03,-3.465415e-02,-2.101618e-02,-4.046969e-02,3.027489e-02,8.776855e-01,-7.119513e-03,1.857300e+02,1.995449e-03,1.408552e-03,6.964181e-02,1.836905e+00,-5.796486e-03,-1.222757e-02,-3.997002e-02
