frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,9.472240e-02,-3.804979e+01,-1.228984e+01,3.230599e-01,-1.488162e+01,-2.201996e+01,-7.107300e+00,2.026688e+00,8.698843e-01,-1.541178e+01,-7.131571e+00,-2.785509e+00,3.440552e+00,9.024103e-01,2.039879e+01,-6.316166e+00,-5.534260e+00,-4.275179e+00,-3.293112e+00,-4.377634e+00,-5.148779e+00,-3.802085e+00,-3.226667e+00,-2.862953e+00,3.528261e-01,5.200305e-01,7.729556e-01,1.173217e+00,1.513481e+00,1.617503e+00,1.793400e+00,2.603852e+00,0,2.235699e-01,-5.822845e-04,-2.714294e-01,-2.738411e-01,-3.083614e-01,-7.004800e-01,-4.493864e-01,3.424236e-01,1.117613e+00,2.616522e+00,2.439348e+00,2.183237e+00,-2.049920e+00,5.716950e-01,-6.824267e-01,-1.430765e+00,-1.845889e+00,-2.489347e-01,-7.911501e-02,4.770184e-02,-2.042708e-02,-1.602221e-02,-3.604851e-02,-1.457598e-02,7.764816e-04,1.398175e-02,-1.004928e-03,-1.952267e-03,-1.458559e-02,-1.526253e-02,2.665639e-04,-1.584433e-02,-7.421055e-02,0,1.117226e-01,0,0,0,0,0,0,0,0
1,0.010000,8.715498e-02,-3.863888e+01,-1.277121e+01,-3.844149e-01,-1.609974e+01,-2.346332e+01,-6.380449e+00,5.119546e+00,6.649830e+00,-1.034464e+01,-3.650870e+00,-9.618176e+00,1.699070e+00,-5.495055e-01,1.724031e+01,-9.952823e+00,-6.041916e+00,-4.483108e+00,-3.090447e+00,-4.454149e+00,-5.200275e+00,-3.828073e+00,-3.250127e+00,-2.875303e+00,3.863334e-01,5.148607e-01,7.580219e-01,1.134456e+00,1.481172e+00,1.614452e+00,1.749690e+00,2.415143e+00,0,4.470426e-01,1.735653e-03,-3.430744e-01,-6.502147e-01,-3.993464e-01,-1.182999e+00,-6.148853e-01,1.697353e-01,5.213783e-01,2.353764e+00,2.040292e+00,3.881587e+00,-1.512434e+00,1.144890e+00,-1.779700e+00,-1.923143e+00,-2.933747e+00,-3.210654e-01,-5.971289e-02,-2.375655e-02,7.036924e-03,-1.884742e-02,-3.458555e-02,-1.210921e-02,4.000401e-02,1.526622e-02,-1.262391e-03,7.466137e-04,-2.311442e-02,-2.080240e-02,-1.819301e-03,-2.607560e-02,-9.235337e-02,0,1.312675e-01,0,0,0,0,0,0,0,0
2,0.020000,9.559468e-02,-3.911239e+01,-1.341836e+01,-8.650098e-01,-1.777495e+01,-2.354521e+01,-5.758608e+00,6.068326e+00,1.106252e+01,-5.748604e+00,2.044261e+00,-9.618773e+00,7.169768e+00,-1.783765e+00,1.482421e+01,-1.372728e+01,-6.525106e+00,-4.566790e+00,-3.155936e+00,-4.441511e+00,-5.203142e+00,-3.969334e+00,-3.287818e+00,-2.852896e+00,4.059812e-01,5.175908e-01,7.706611e-01,1.119669e+00,1.453322e+00,1.620361e+00,1.736033e+00,2.327153e+00,0,6.704463e-01,6.305824e-03,-1.291531e-01,-6.196041e-01,-3.818100e-01,-1.021541e+00,-1.593018e-01,-2.560464e-01,-9.494045e-01,5.931405e-01,2.073490e-01,4.716405e+00,1.104412e+00,1.862812e+00,-2.429757e+00,-2.015151e+00,-2.396578e+00,-2.188513e-01,2.951980e-02,-1.379449e-01,6.430621e-02,1.697807e-02,-7.045031e-03,-2.487731e-02,6.508019e-02,9.101021e-03,4.207790e-03,5.053008e-03,-2.254040e-02,-9.337413e-03,-2.130771e-03,9.628654e-04,-3.459954e-02,0,1.074250e-01,0,0,0,0,0,0,0,0
3,0.030000,1.029645e-01,-3.923386e+01,-1.497665e+01,-1.079637e+00,-1.934994e+01,-2.433176e+01,-6.932970e+00,2.612761e+00,7.542384e+00,-1.004190e+01,7.688448e+00,-6.931046e+00,7.300392e+00,-6.652999e+00,1.357037e+01,-1.727934e+01,-6.644165e+00,-4.427938e+00,-3.480483e+00,-4.310510e+00,-5.215835e+00,-3.891389e+00,-3.256638e+00,-2.667962e+00,4.025796e-01,5.149384e-01,7.778359e-01,1.084418e+00,1.439548e+00,1.606977e+00,1.691705e+00,2.280434e+00,0,6.564689e-01,3.653074e-03,9.129139e-01,1.085274e-01,-2.964459e-01,2.963543e-01,1.011087e-01,-1.772738e+00,-3.645248e+00,-1.301776e+00,-3.033476e+00,3.572091e+00,3.519564e+00,4.548269e-01,-9.369729e-01,-5.727483e-01,4.553429e-01,2.265946e-01,3.039783e-01,-9.944887e-02,1.566081e-01,1.866781e-01,1.840704e-01,2.912822e-02,1.646258e-01,-6.789914e-03,1.107043e-03,1.150653e-02,-7.306623e-03,8.565831e-03,-4.550064e-03,2.546899e-02,5.124557e-02,0,4.196646e-02,0,0,0,0,0,0,0,0
4,0.040000,1.183468e-01,-3.839806e+01,-1.428514e+01,-1.238379e+00,-1.836423e+01,-2.238225e+01,-8.111272e+00,-1.466942e+00,3.389310e+00,-1.452640e+01,1.078080e+01,1.392984e+00,9.953953e+00,-8.194629e+00,1.215801e+01,-1.463580e+01,-6.327393e+00,-4.155165e+00,-3.787818e+00,-4.127922e+00,-5.056109e+00,-3.805653e+00,-3.347798e+00,-2.641223e+00,3.902081e-01,5.410306e-01,7.883136e-01,1.085533e+00,1.487606e+00,1.610586e+00,1.827206e+00,2.498208e+00,0,6.559815e-01,-9.155758e-04,1.938156e+00,1.216274e+00,2.615424e-01,1.892753e+00,4.008369e-01,-3.515563e+00,-5.575717e+00,-1.849130e+00,-4.692232e+00,7.471799e-01,3.759693e+00,-1.503230e+00,1.686223e+00,3.079883e-01,2.870683e+00,6.973341e-01,5.480964e-01,3.102925e-02,1.593028e-01,3.396191e-01,3.416487e-01,7.063119e-02,2.273266e-01,-2.205293e-02,-1.143005e-02,8.928144e-03,1.036476e-02,1.055765e-02,-3.963232e-03,2.911305e-02,6.006820e-02,1.300370e+01,9.656727e-03,0,0,0,0,1.300370e+01,0,0,0
5,0.050000,9.404432e-02,-3.443147e+01,-1.179518e+01,-1.679960e+00,-1.432334e+01,-2.353926e+01,-1.406781e+01,-9.339063e+00,3.977557e+00,-2.112312e+01,9.841315e+00,2.473766e+00,2.581113e+00,-2.028938e+00,1.570967e+01,-7.221851e+00,-5.007800e+00,-3.169029e+00,-3.271750e+00,-3.827904e+00,-4.340401e+00,-2.989562e+00,-3.074495e+00,-2.158010e+00,3.602704e-01,5.086760e-01,8.067283e-01,1.114991e+00,1.506860e+00,1.596589e+00,1.831448e+00,2.585843e+00,0,6.641073e-01,9.140498e-03,2.598599e+00,2.128659e+00,8.968841e-01,2.194964e+00,-2.052111e-01,-4.967809e+00,-6.261994e+00,-1.275259e+00,-4.142587e+00,-2.570151e+00,1.855370e+00,-2.361300e+00,3.813006e+00,9.284443e-01,3.770588e+00,1.040751e+00,7.304565e-01,2.523451e-01,1.408795e-01,4.125514e-01,3.724872e-01,1.103632e-01,2.490382e-01,-3.254075e-02,-2.788062e-02,3.447831e-03,2.622158e-02,-1.620865e-03,-3.275490e-03,7.478774e-03,3.560293e-02,3.261114e+01,2.676036e-02,0,0,0,0,3.291682e+01,0,0,0
6,0.060000,9.547690e-02,-3.182281e+01,-8.927723e+00,7.428637e-01,-1.082449e+01,-2.193728e+01,-1.976900e+01,-1.583435e+01,3.599288e+00,-2.366915e+01,4.703727e+00,4.477287e+00,2.013259e+00,4.335321e+00,1.529451e+01,-4.402613e+00,-3.856618e+00,-2.455763e+00,-3.105156e+00,-3.886300e+00,-3.942763e+00,-2.712004e+00,-3.025733e+00,-1.971238e+00,3.168712e-01,4.635717e-01,8.008556e-01,1.156207e+00,1.472455e+00,1.605739e+00,1.811727e+00,2.474790e+00,6.501850e+01,7.149108e-01,3.718209e-02,2.122166e+00,2.133335e+00,1.780090e+00,1.083792e+00,-1.071735e+00,-4.635511e+00,-4.603153e+00,-1.860124e+00,-2.781690e+00,-4.640691e+00,-3.742660e-01,-2.383517e+00,2.461097e+00,-4.445968e-01,1.726409e+00,9.941722e-01,6.594403e-01,3.040636e-01,7.990122e-02,2.404040e-01,2.012277e-01,9.064076e-02,1.630183e-01,-3.215433e-02,-3.805234e-02,-8.470577e-03,2.440647e-02,-1.345299e-02,-2.012014e-04,-6.596565e-03,-1.009190e-02,5.241909e+01,3.687207e-02,6.501850e+01,0,0,0,5.332628e+01,2.767122e-03,0,3.846516e-03
7,0.070000,1.601019e-01,-2.952849e+01,-7.012064e+00,2.414162e+00,-1.214499e+01,-2.558030e+01,-2.594315e+01,-2.151351e+01,1.061098e+00,-2.618346e+01,-2.123770e+00,8.036513e-01,-5.357624e-01,6.147057e+00,1.664435e+01,-3.542991e+00,-2.675797e+00,-1.625357e+00,-2.560089e+00,-3.726924e+00,-3.709750e+00,-2.575777e+00,-2.865855e+00,-1.757763e+00,2.765444e-01,4.142648e-01,7.888041e-01,1.180190e+00,1.439019e+00,1.593023e+00,1.736839e+00,2.470158e+00,1.305465e+02,7.608061e-01,4.969985e-02,1.039806e+00,1.406917e+00,2.074983e+00,-1.891685e-01,-1.373308e+00,-2.537333e+00,-2.289217e+00,-2.851358e+00,-1.003809e+00,-4.381211e+00,-1.033742e+00,-6.051129e-01,-5.852175e-03,-2.069578e+00,-1.001812e+00,6.514597e-01,4.061579e-01,1.819833e-01,2.167599e-02,3.442454e-03,-4.240520e-02,4.888165e-02,3.776606e-02,-2.253825e-02,-2.913726e-02,-1.194966e-02,7.496131e-03,-5.205655e-03,2.447701e-03,1.719371e-02,1.863995e-02,5.296047e+01,3.226497e-02,1.320748e+02,0,0,0,5.458464e+01,5.319167e-03,1.706811e-03,1.106015e-02
8,0.080000,2.712284e-01,-3.023872e+01,-6.010023e+00,5.615011e+00,-1.403444e+01,-2.672040e+01,-2.535116e+01,-1.839548e+01,-4.453080e+00,-2.590468e+01,-6.440113e+00,3.567108e-01,-4.051959e-01,2.286193e-02,9.467687e+00,-7.843184e+00,-2.522533e+00,-1.629800e+00,-2.623330e+00,-3.778906e+00,-4.169415e+00,-3.006407e+00,-2.998915e+00,-2.026255e+00,2.712995e-01,3.979745e-01,7.549229e-01,1.174966e+00,1.454261e+00,1.611363e+00,1.841528e+00,2.505591e+00,1.968222e+02,7.919925e-01,3.874109e-02,3.113399e-01,5.590804e-01,1.867542e+00,-8.864717e-02,-1.301705e+00,3.529922e-01,3.343059e-01,-2.917860e+00,-9.154224e-02,-2.132161e+00,-5.240600e-01,-2.332853e-01,-1.773902e+00,-2.293436e+00,-2.037642e+00,2.753439e-01,1.560504e-01,5.371888e-02,7.882977e-03,-1.508777e-01,-1.022848e-01,7.972515e-02,3.768587e-03,-1.090545e-02,-1.750061e-02,-1.256705e-02,-1.162131e-02,4.862464e-03,5.239487e-04,2.204217e-02,1.351006e-02,3.392558e+01,9.339303e-03,2.005940e+02,1.383561e-02,0,1.923258e-02,2.191818e+01,5.903409e-03,2.560216e-03,1.370534e-02
9,0.090000,2.546678e-01,-3.002448e+01,-6.219446e+00,6.258882e+00,-1.366421e+01,-2.801424e+01,-2.396340e+01,-1.950458e+01,-6.253048e+00,-2.502440e+01,-6.492818e+00,-6.346571e-01,7.647755e-01,9.803027e-02,8.275189e+00,-1.051062e+01,-2.417544e+00,-1.551221e+00,-2.602746e+00,-3.773221e+00,-4.209863e+00,-3.054386e+00,-2.843496e+00,-1.941672e+00,2.703650e-01,3.957883e-01,7.699464e-01,1.143092e+00,1.489928e+00,1.606015e+00,1.902516e+00,2.663642e+00,1.989005e+02,7.868913e-01,1.373887e-03,-2.104605e-01,-1.643563e-01,1.433735e+00,1.060397e+00,-4.693565e-01,2.851470e+00,1.714581e+00,-2.395904e+00,1.269836e+00,4.542705e-01,6.550861e-03,2.976790e-01,-1.884652e+00,-1.695635e+00,-1.844559e+00,-6.629653e-02,-8.401643e-02,-1.160695e-01,-5.851715e-02,-2.074158e-01,-1.023019e-01,1.211129e-01,-2.184320e-03,-2.915698e-03,-4.692587e-03,-9.473449e-03,-2.649525e-02,7.193530e-03,-3.059793e-03,1.125890e-02,-1.179106e-02,1.451351e+01,-5.933422e-02,2.051354e+02,1.967803e-02,8.534055e-03,4.568447e-02,-1.875447e+01,1.752725e-03,2.560216e-03,7.935567e-03
