frameIndex,frameTime,pcm_loudness_sma,pcm_fftMag_mfcc_sma[0],pcm_fftMag_mfcc_sma[1],pcm_fftMag_mfcc_sma[2],pcm_fftMag_mfcc_sma[3],pcm_fftMag_mfcc_sma[4],pcm_fftMag_mfcc_sma[5],pcm_fftMag_mfcc_sma[6],pcm_fftMag_mfcc_sma[7],pcm_fftMag_mfcc_sma[8],pcm_fftMag_mfcc_sma[9],pcm_fftMag_mfcc_sma[10],pcm_fftMag_mfcc_sma[11],pcm_fftMag_mfcc_sma[12],pcm_fftMag_mfcc_sma[13],pcm_fftMag_mfcc_sma[14],logMelFreqBand_sma[0],logMelFreqBand_sma[1],logMelFreqBand_sma[2],logMelFreqBand_sma[3],logMelFreqBand_sma[4],logMelFreqBand_sma[5],logMelFreqBand_sma[6],logMelFreqBand_sma[7],lspFreq_sma[0],lspFreq_sma[1],lspFreq_sma[2],lspFreq_sma[3],lspFreq_sma[4],lspFreq_sma[5],lspFreq_sma[6],lspFreq_sma[7],F0finEnv_sma,voicingFinalUnclipped_sma,pcm_loudness_sma_de,pcm_fftMag_mfcc_sma_de[0],pcm_fftMag_mfcc_sma_de[1],pcm_fftMag_mfcc_sma_de[2],pcm_fftMag_mfcc_sma_de[3],pcm_fftMag_mfcc_sma_de[4],pcm_fftMag_mfcc_sma_de[5],pcm_fftMag_mfcc_sma_de[6],pcm_fftMag_mfcc_sma_de[7],pcm_fftMag_mfcc_sma_de[8],pcm_fftMag_mfcc_sma_de[9],pcm_fftMag_mfcc_sma_de[10],pcm_fftMag_mfcc_sma_de[11],pcm_fftMag_mfcc_sma_de[12],pcm_fftMag_mfcc_sma_de[13],pcm_fftMag_mfcc_sma_de[14],logMelFreqBand_sma_de[0],logMelFreqBand_sma_de[1],logMelFreqBand_sma_de[2],logMelFreqBand_sma_de[3],logMelFreqBand_sma_de[4],logMelFreqBand_sma_de[5],logMelFreqBand_sma_de[6],logMelFreqBand_sma_de[7],lspFreq_sma_de[0],lspFreq_sma_de[1],lspFreq_sma_de[2],lspFreq_sma_de[3],lspFreq_sma_de[4],lspFreq_sma_de[5],lspFreq_sma_de[6],lspFreq_sma_de[7],F0finEnv_sma_de,voicingFinalUnclipped_sma_de,F0final_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,F0final_sma_de,jitterLocal_sma_de,jitterDDP_sma_de,shimmerLocal_sma_de
0,0.000000,5.308329e-02,-5.366261e+01,-5.686116e+00,4.963669e-01,-1.681912e+01,-1.137151e+01,-1.306042e+01,-6.685156e+00,-2.532694e+00,-7.827473e-01,1.038664e+01,-1.440352e+00,-8.913408e+00,-1.625741e+01,-9.429170e+00,-2.107682e+00,-7.308417e+00,-5.463713e+00,-5.502341e+00,-6.231400e+00,-6.579638e+00,-6.571680e+00,-6.432219e+00,-5.732985e+00,3.563838e-01,5.025219e-01,8.240659e-01,1.040507e+00,1.467366e+00,1.593848e+00,1.909158e+00,2.502863e+00,0,2.242233e-01,7.781290e-04,-4.143753e-02,-7.091365e-01,2.447249e-01,1.437241e+00,7.099711e-01,1.488363e-01,1.581138e-01,1.570856e+00,1.246492e+00,6.783379e-01,1.667044e+00,1.697619e+00,-6.888208e-01,-3.807688e-02,7.485768e-01,-9.415551e-02,-6.889220e-02,-7.491574e-02,-8.389401e-02,-1.866908e-02,5.005212e-02,6.510301e-02,5.159893e-02,-1.160389e-03,-6.418520e-03,-2.509129e-03,1.768320e-02,-2.768878e-02,-9.524310e-03,-1.257763e-02,-1.286099e-02,0,1.089837e-01,0,0,0,0,0,0,0,0
1,0.010000,5.751492e-02,-5.373512e+01,-6.625092e+00,1.475287e+00,-1.355808e+01,-1.010843e+01,-1.185443e+01,-7.780842e+00,3.523247e-01,4.432070e+00,1.353798e+01,4.051435e+00,-4.240859e+00,-1.770255e+01,-9.029146e+00,-3.449941e-01,-7.508683e+00,-5.511804e+00,-5.610832e+00,-6.392641e+00,-6.616859e+00,-6.570112e+00,-6.294415e+00,-5.648684e+00,3.545948e-01,4.847057e-01,8.225539e-01,1.068580e+00,1.411355e+00,1.565595e+00,1.948768e+00,2.505667e+00,0,4.422053e-01,3.681287e-03,-6.851921e-02,-1.283328e+00,2.016973e-01,1.675221e+00,1.366416e+00,-5.348978e-02,3.583668e-01,2.321282e+00,5.381355e-01,6.902431e-01,1.298053e+00,1.075298e+00,-4.336655e-01,-1.367029e-01,9.122515e-01,-1.337342e-01,-1.497784e-01,-1.413846e-01,-1.218513e-01,-1.129961e-02,1.070692e-01,5.982466e-02,1.096475e-01,-1.893371e-04,-3.515851e-03,1.164113e-02,3.170955e-02,-2.229564e-02,-3.349352e-03,7.711434e-03,1.434791e-02,0,1.306024e-01,0,0,0,0,0,0,0,0
2,0.020000,5.475811e-02,-5.383354e+01,-8.762310e+00,1.230531e+00,-1.126344e+01,-8.453187e+00,-1.291923e+01,-5.346745e+00,3.879079e+00,2.842304e+00,1.220266e+01,4.148977e+00,-2.761589e+00,-1.897895e+01,-9.819566e+00,7.538583e-01,-7.679061e+00,-5.784129e+00,-5.822674e+00,-6.570250e+00,-6.654373e+00,-6.322203e+00,-6.175606e+00,-5.517141e+00,3.514763e-01,4.793375e-01,8.122762e-01,1.114887e+00,1.356928e+00,1.560353e+00,1.826465e+00,2.437156e+00,0,6.601510e-01,9.159679e-03,-1.391029e-02,-1.511714e+00,-3.895937e-02,1.087497e+00,1.308582e+00,-1.538386e-01,1.062909e+00,2.704125e+00,-9.792890e-02,-2.547312e-02,4.579669e-01,6.526442e-01,-2.546862e-01,-5.952715e-01,8.176096e-01,-1.498493e-01,-1.689074e-01,-1.361966e-01,-1.130479e-01,9.157133e-03,1.432729e-01,5.968342e-02,1.372454e-01,1.355451e-03,-9.886592e-04,2.276747e-02,4.069144e-02,-1.082461e-02,6.996906e-03,2.183975e-02,3.161240e-02,0,6.511984e-02,0,0,0,0,0,0,0,0
3,0.030000,7.065231e-02,-5.391974e+01,-1.056466e+01,1.137771e+00,-1.122086e+01,-5.998585e+00,-1.339846e+01,-5.562528e+00,5.867830e+00,9.540462e-02,1.292985e+01,2.255249e+00,-6.612829e+00,-1.706497e+01,-9.917486e+00,1.022806e+00,-7.791766e+00,-6.052397e+00,-6.049097e+00,-6.671232e+00,-6.598769e+00,-6.161072e+00,-6.261402e+00,-5.292670e+00,3.578908e-01,4.965349e-01,8.881664e-01,1.161865e+00,1.411107e+00,1.593849e+00,1.989062e+00,2.607456e+00,0,6.592715e-01,1.319688e-02,3.637810e-02,-1.057587e+00,-1.757603e-01,-3.985443e-02,2.904085e-01,9.645109e-02,1.224269e+00,2.179523e+00,5.129021e-01,-5.272436e-01,-2.668661e-01,2.762452e-01,1.916687e-01,-7.422770e-01,2.764776e-01,-1.409646e-01,-8.558150e-02,-5.286407e-02,-7.781873e-02,1.591969e-02,8.667941e-02,5.177078e-02,1.064760e-01,4.071760e-03,-1.118442e-03,2.846003e-02,2.951982e-02,7.696879e-03,9.640837e-03,4.991640e-02,5.085092e-02,0,-1.942884e-02,0,0,0,0,0,0,0,0
4,0.040000,9.231298e-02,-5.363985e+01,-1.127490e+01,4.703281e-01,-1.255025e+01,-6.883520e+00,-1.305759e+01,-2.479771e+00,8.230180e+00,8.959411e-01,1.056334e+01,1.747576e+00,-4.464202e+00,-1.784963e+01,-1.196136e+01,1.296466e+00,-7.916122e+00,-6.037954e+00,-5.964191e+00,-6.657344e+00,-6.542898e+00,-6.059835e+00,-6.150308e+00,-5.224765e+00,3.615130e-01,4.916640e-01,9.050970e-01,1.197322e+00,1.413367e+00,1.614705e+00,1.998210e+00,2.610031e+00,0,4.412894e-01,1.599184e-02,1.154316e-01,-3.610066e-01,1.306504e-01,-6.290905e-01,-5.234466e-01,1.124188e+00,1.492088e+00,1.458565e+00,2.154404e+00,7.150819e-01,-6.165922e-01,7.236878e-01,3.762035e-01,-5.328518e-01,-7.515622e-01,-9.903693e-02,2.259684e-02,3.644361e-02,-3.321991e-02,-8.535909e-03,-1.404486e-02,6.680083e-02,6.639080e-02,3.357995e-03,-5.925328e-03,1.574463e-02,4.647958e-03,1.065565e-02,2.519131e-03,4.696541e-02,4.446356e-02,0,-1.062785e-01,0,0,0,0,0,0,0,0
5,0.050000,1.047219e-01,-5.365007e+01,-1.065673e+01,9.765871e-01,-1.311395e+01,-9.441224e+00,-1.130299e+01,-3.092984e+00,9.074391e+00,7.969762e+00,1.172142e+01,3.917805e+00,-2.008326e+00,-1.730887e+01,-1.166964e+01,7.660897e-01,-8.094975e+00,-5.812799e+00,-5.804394e+00,-6.738187e+00,-6.592999e+00,-6.267899e+00,-6.048210e+00,-5.262492e+00,3.699353e-01,4.729502e-01,9.184437e-01,1.174961e+00,1.421620e+00,1.586623e+00,2.112478e+00,2.673485e+00,0,4.544919e-01,1.212950e-02,1.584305e-01,1.109660e-01,6.673597e-01,-4.424971e-01,-8.393322e-01,1.297028e+00,1.548541e+00,6.623289e-01,2.089740e+00,1.391184e+00,-3.749565e-01,2.876483e-01,3.565191e-01,1.552183e-01,-1.871090e+00,-1.698880e-02,8.463697e-02,7.382607e-02,-2.628083e-02,-6.857548e-02,-5.720625e-02,6.759210e-02,3.783875e-02,-4.771829e-04,-9.756607e-03,-9.516358e-03,-1.858425e-02,4.763722e-03,-7.326198e-03,-2.518852e-02,-7.042241e-03,0,-1.066388e-01,0,0,0,0,0,0,0,0
6,0.060000,1.176825e-01,-5.339122e+01,-1.052131e+01,1.964375e+00,-1.346235e+01,-9.349100e+00,-8.346027e+00,8.789213e-01,9.568624e+00,9.677144e+00,1.638228e+01,2.347378e-01,-1.445402e+00,-1.697598e+01,-1.160775e+01,-2.875594e+00,-8.022641e+00,-5.790944e+00,-5.762807e+00,-6.702871e+00,-6.699937e+00,-6.339014e+00,-5.948198e+00,-5.200276e+00,3.622441e-01,4.615032e-01,8.758607e-01,1.131579e+00,1.404950e+00,1.576562e+00,1.999584e+00,2.626460e+00,0,2.311481e-01,7.807040e-03,4.313278e-01,2.327814e-01,1.190191e+00,7.477035e-02,1.254604e-01,1.208303e+00,1.166319e+00,-5.100731e-01,-2.121316e-01,1.948862e+00,-2.068161e-01,-1.227581e+00,1.146657e+00,1.434216e+00,-2.802209e+00,1.275111e-01,6.036329e-02,3.954925e-02,2.739429e-02,-6.911006e-02,5.892611e-03,5.216103e-02,8.860650e-02,-5.367699e-03,-3.983337e-03,-1.701145e-02,-2.315841e-02,1.577567e-02,-5.173683e-04,-5.548912e-02,-2.038946e-02,0,-6.857160e-02,0,0,0,0,0,0,0,0
7,0.070000,1.186151e-01,-5.325190e+01,-1.038663e+01,3.727546e+00,-1.297729e+01,-8.962456e+00,-9.269103e+00,5.008295e-01,8.510253e+00,6.153501e+00,1.697630e+01,1.136885e+00,-6.683988e+00,-1.571920e+01,-9.318198e+00,-6.246611e+00,-7.823450e+00,-5.752717e+00,-5.780659e+00,-6.779872e+00,-6.863126e+00,-6.307514e+00,-6.024497e+00,-5.115721e+00,3.551394e-01,4.628323e-01,8.552027e-01,1.101815e+00,1.439134e+00,1.576290e+00,1.862432e+00,2.564031e+00,0,2.311481e-01,6.715392e-03,6.361362e-01,-3.323447e-01,9.312652e-01,2.747189e-01,1.086812e+00,2.195482e-01,-3.342547e-02,-1.814581e+00,-2.515400e+00,7.493645e-01,-2.056701e-01,-2.473350e+00,8.753855e-01,2.270142e+00,-2.035398e+00,1.687035e-01,-3.062291e-02,-4.496055e-02,9.325337e-02,9.174061e-03,1.106057e-01,6.476917e-02,1.554311e-01,-7.850096e-03,1.433659e-02,-1.609502e-02,-1.728066e-02,1.204636e-02,5.437923e-03,-8.407102e-02,-4.643333e-02,0,-5.098220e-02,0,0,0,0,0,0,0,0
8,0.080000,1.244016e-01,-5.168230e+01,-1.024605e+01,5.045804e+00,-1.224472e+01,-6.495602e+00,-8.033024e+00,1.554919e+00,5.961884e+00,7.434137e-01,1.768022e+01,2.103955e+00,-8.264274e+00,-1.291118e+01,-5.965996e+00,-9.208230e+00,-7.414329e+00,-5.766178e+00,-5.778313e+00,-6.499530e+00,-6.753384e+00,-6.010564e+00,-5.901360e+00,-4.855118e+00,3.420725e-01,4.768063e-01,8.516603e-01,1.118103e+00,1.483488e+00,1.617285e+00,1.845787e+00,2.562811e+00,0,2.101033e-01,-1.556291e-03,8.586796e-01,-1.281316e+00,6.619964e-01,-2.469692e-01,1.050696e+00,-9.606396e-01,-1.355533e+00,-1.766693e+00,-2.073949e+00,-7.043443e-01,-2.482974e-03,-1.362511e+00,-3.926839e-01,2.534309e+00,-7.139043e-01,6.631789e-02,-3.896680e-02,-4.971766e-02,9.999847e-02,1.190720e-01,1.818872e-01,1.413441e-01,2.651841e-01,-4.454055e-03,2.052885e-02,1.657015e-03,1.084518e-03,2.488852e-03,-1.990390e-03,-4.072636e-02,-2.996352e-02,0,-6.313433e-03,0,0,0,0,0,0,0,0
9,0.090000,1.349393e-01,-5.132385e+01,-1.245609e+01,4.092199e+00,-1.234917e+01,-5.433914e+00,-1.036175e+01,-3.598110e+00,1.804854e+00,-1.403745e-01,1.481928e+01,1.954846e+00,-1.096564e+01,-1.496434e+01,-3.139802e+00,-6.244581e+00,-7.555614e+00,-5.978296e+00,-6.021444e+00,-6.373591e+00,-6.520405e+00,-5.879095e+00,-5.747783e+00,-4.657915e+00,3.407706e-01,5.369816e-01,8.500688e-01,1.095296e+00,1.442582e+00,1.593450e+00,1.769021e+00,2.473143e+00,0,2.101033e-01,-8.226658e-03,8.607498e-01,-2.282428e+00,4.497462e-01,-9.711555e-01,7.131130e-01,-1.240687e+00,-2.149394e+00,-7.868631e-01,7.728855e-01,3.794523e-01,-3.274126e-01,1.118745e+00,-2.220399e+00,1.365378e+00,3.693280e-01,-1.118856e-01,1.234565e-02,-8.912563e-04,7.879944e-02,1.914563e-01,1.553003e-01,2.233806e-01,3.629487e-01,1.073971e-03,1.419908e-02,1.268577e-02,6.824183e-03,-1.833353e-02,-1.391457e-02,1.800001e-03,-1.113262e-02,1.387963e+01,2.570429e-03,0,0,0,0,1.387963e+01,0,0,2.203120e-02
